epoch,train_score,val_score
1,0.9963499486711532,0.9557443896318686
2,0.9978042659974906,0.957683424106761
3,0.9980609102315501,0.9583963044284125
4,0.998167845329075,0.9589380934728677
5,0.9982034903615832,0.9591376999629302
6,0.9982320063875898,0.9588810630471356
7,0.9982462644005932,0.959052154324332
8,0.9982462644005932,0.958624426131341
9,0.9982533934070947,0.9590236391114659
10,0.9982676514200981,0.9593943368787248
11,0.9982747804265998,0.959479882517323
12,0.9982747804265998,0.9592802760272605
13,0.9982819094331014,0.959508397730189
14,0.9982819094331014,0.9598790954974479
15,0.9982819094331014,0.9597365194331176
16,0.9982819094331014,0.9597365194331176
17,0.9982819094331014,0.9595939433687872
18,0.9982819094331014,0.9599076107103139
19,0.9982819094331014,0.9596794890073854
20,0.9982819094331014,0.9597935498588497
21,0.9982819094331014,0.9599076107103139
22,0.9982819094331014,0.9596509737945194
23,0.9982819094331014,0.9597365194331176
24,0.9982819094331014,0.9596224585816533
25,0.9982819094331014,0.9597080042202515
26,0.9982819094331014,0.9595369129430551
27,0.9982747804265998,0.9597935498588497
28,0.9982819094331014,0.9598220650717157
29,0.9982819094331014,0.9598505802845818
30,0.9982819094331014,0.9598790954974479
