epoch,train_logloss,val_logloss
1,0.6136753600546684,0.6137644226395573
2,0.5478322844554193,0.5481933332777209
3,0.49307326477833,0.49372058885618747
4,0.4468231130388385,0.44765026763329274
5,0.40697730474388183,0.40802337625140306
6,0.3727129874084907,0.37392445872696733
7,0.3425006289145562,0.34410258246014064
8,0.31623977581592533,0.3180341269182395
9,0.2934558771005056,0.29546981846155285
10,0.2732563803297076,0.27563337255062675
11,0.25542900039453975,0.2581007351002608
12,0.23909646008772178,0.2422333301403704
13,0.22489313636161237,0.22831291086127675
14,0.21233357878241893,0.21587644763911887
15,0.2010540987138252,0.20492991963950366
16,0.19099171947575472,0.19512504153914983
17,0.18197718699194693,0.18632474040376806
18,0.17415690123592964,0.17860834389770336
19,0.16693433563192997,0.17146572928675233
20,0.16026634557579095,0.1650233016269147
21,0.15425497046191647,0.15919164800494606
22,0.14914934070686542,0.1542019503964821
23,0.1444141921774307,0.14957016618138552
24,0.14027351757797893,0.14549069055685257
25,0.13632425647828095,0.1416557461679604
26,0.13283103992931994,0.13828262701165742
27,0.12945143970742345,0.13502301120096302
28,0.12639193645460636,0.13209457561536664
29,0.12354445537605406,0.12944141983957858
30,0.12104656039633856,0.12710181227697298
31,0.11858920376424428,0.12487513185830226
32,0.11664426045280786,0.12303740324583126
33,0.11460085468345974,0.12123074013397878
34,0.11274607629444906,0.11958129364479715
35,0.11133468691718007,0.11824783777195644
36,0.10991385801070466,0.11698720448558081
37,0.10866461224228481,0.11585288837448711
38,0.10757159772919542,0.11482802742354482
39,0.10632214209127809,0.1137620773949155
40,0.10539530233284014,0.11292685431748078
41,0.1044565520139996,0.1121386510669682
42,0.1036623044099939,0.11144676600183509
43,0.10265052855200227,0.1106709178928366
44,0.10179834898468128,0.10992779829064389
45,0.10115666172678411,0.10938998085825542
46,0.10070680950817583,0.10895458144853631
47,0.10014551568506172,0.10852473569797445
48,0.0992149314955125,0.10786327729359096
49,0.09874172919466011,0.10748791158563643
50,0.09836634543455634,0.10718128997284934
51,0.09803177908135031,0.10685543425014779
52,0.09741793915043818,0.10641452146902615
53,0.0966203774509471,0.10594344885880057
54,0.09633577073589664,0.10574912878347639
55,0.09578430318000546,0.10535004830761671
56,0.09561366745865477,0.10518319062874043
57,0.09508993815136567,0.10484850465161122
58,0.09469342718916475,0.10455013943975902
59,0.09444410674215256,0.10436633878797669
60,0.0936676108292179,0.10385026557392545
61,0.09351430729728544,0.10373836622606086
62,0.09341066726358999,0.10363911547864964
63,0.09300319893326592,0.10339873836219798
64,0.09260742032568614,0.10312778691284812
65,0.09226435708523326,0.102917717681872
66,0.09180774275368372,0.10267113313841388
67,0.09163568150848671,0.10253200172802662
68,0.0915726672840905,0.10247648064089264
69,0.0913215415334257,0.10229965752746145
70,0.09092252584503799,0.10205372062441447
71,0.09057987900559691,0.10191289100155562
72,0.09046305496093963,0.10182886563658726
73,0.08987707428368077,0.10149864897160067
74,0.08953946938413068,0.10129375070147241
75,0.08926117000735377,0.1010986154252612
76,0.08904017218960507,0.10095422201301027
77,0.08839908915536288,0.100675699421633
78,0.08795889969313724,0.10048591792403219
79,0.0877695140659015,0.10037231833793199
80,0.08763032143384579,0.10027417340865456
81,0.08724298138590955,0.10018890539549646
82,0.08676919274931877,0.10008513542405184
83,0.08634995466084759,0.09984797919163517
84,0.08605290060375041,0.09964491743424428
85,0.08556108657640372,0.09957778855308079
86,0.08547470472852915,0.0995278954696634
87,0.08506884910692851,0.0994164807542104
88,0.08501901865040493,0.09938986928094554
89,0.08447492728924305,0.09915464334866217
90,0.08441766632858957,0.0991023538614024
91,0.08393518981901049,0.09887997324390832
92,0.08353408788613022,0.09861367897259496
93,0.08292851271008062,0.09852502738082353
94,0.08279581020798729,0.09846142123035516
95,0.08213891719620743,0.09822999276644916
96,0.08184096741586809,0.09810397002852123
97,0.0814528619791685,0.09798066819099573
98,0.08125051062596413,0.09795280641670938
99,0.08088584982902483,0.09780901825344678
100,0.08072793395053887,0.0977067150515621
