epoch,train_score,val_score
1,0.7457796281510208,0.7468419401750834
2,0.7657479753621536,0.767144771735721
3,0.7716793087715296,0.7723915709030768
4,0.774245751112125,0.7741595141007728
5,0.7750156838143036,0.7741880293136388
6,0.7759638416790237,0.7752716074025493
7,0.7765911942511692,0.7758989420856026
8,0.7758854226075054,0.7758133964470044
9,0.7761705828675716,0.7758989420856026
10,0.7766410972966807,0.7768114288973167
11,0.7765270331926543,0.7766118224072542
12,0.7765270331926543,0.7766118224072542
13,0.7765270331926543,0.7766118224072542
14,0.7765270331926543,0.7766118224072542
15,0.7765270331926543,0.7766118224072542
16,0.7765270331926543,0.7766118224072542
17,0.7765270331926543,0.7766118224072542
18,0.7765270331926543,0.7766118224072542
19,0.7765270331926543,0.7766118224072542
20,0.7765270331926543,0.7766118224072542
21,0.7765270331926543,0.7766118224072542
22,0.7765270331926543,0.7766118224072542
23,0.7765270331926543,0.7766118224072542
24,0.7765270331926543,0.7766118224072542
25,0.7765270331926543,0.7766118224072542
26,0.7765270331926543,0.7766118224072542
27,0.7765270331926543,0.7766118224072542
28,0.7765270331926543,0.7766118224072542
29,0.7765270331926543,0.7766118224072542
30,0.7765270331926543,0.7766118224072542
31,0.7765270331926543,0.7766118224072542
32,0.7765270331926543,0.7766118224072542
33,0.7765270331926543,0.7766118224072542
34,0.7765270331926543,0.7766118224072542
35,0.7765270331926543,0.7766118224072542
36,0.7765270331926543,0.7766118224072542
37,0.7765270331926543,0.7766118224072542
38,0.7765270331926543,0.7766118224072542
39,0.7765270331926543,0.7766118224072542
40,0.7765270331926543,0.7766118224072542
41,0.7765270331926543,0.7766118224072542
42,0.7765270331926543,0.7766118224072542
43,0.7765270331926543,0.7766118224072542
44,0.7765270331926543,0.7766118224072542
45,0.7765270331926543,0.7766118224072542
46,0.7765270331926543,0.7766118224072542
47,0.7765270331926543,0.7766118224072542
48,0.7765270331926543,0.7766118224072542
49,0.7765270331926543,0.7766118224072542
50,0.7765270331926543,0.7766118224072542
51,0.7765270331926543,0.7766118224072542
52,0.7765270331926543,0.7766118224072542
53,0.7765270331926543,0.7766118224072542
54,0.7765270331926543,0.7766118224072542
55,0.7765270331926543,0.7766118224072542
56,0.7765270331926543,0.7766118224072542
57,0.7765270331926543,0.7766118224072542
58,0.7765270331926543,0.7766118224072542
59,0.7765270331926543,0.7766118224072542
60,0.7765270331926543,0.7766118224072542
61,0.7765270331926543,0.7766118224072542
62,0.7765270331926543,0.7766118224072542
63,0.7765270331926543,0.7766118224072542
64,0.7765270331926543,0.7766118224072542
65,0.7765270331926543,0.7766118224072542
66,0.7765270331926543,0.7766118224072542
67,0.7765270331926543,0.7766118224072542
68,0.7765270331926543,0.7766118224072542
69,0.7765270331926543,0.7766118224072542
70,0.7765270331926543,0.7766118224072542
71,0.7765270331926543,0.7766118224072542
72,0.7765270331926543,0.7766118224072542
73,0.7765270331926543,0.7766118224072542
74,0.7765270331926543,0.7766118224072542
75,0.7765270331926543,0.7766118224072542
76,0.7765270331926543,0.7766118224072542
77,0.7765270331926543,0.7766118224072542
78,0.7765270331926543,0.7766118224072542
79,0.7765270331926543,0.7766118224072542
80,0.7765270331926543,0.7766118224072542
81,0.7765270331926543,0.7766118224072542
82,0.7765270331926543,0.7766118224072542
83,0.7765270331926543,0.7766118224072542
84,0.7765270331926543,0.7766118224072542
85,0.7765270331926543,0.7766118224072542
86,0.7765270331926543,0.7766118224072542
87,0.7765270331926543,0.7766118224072542
88,0.7765270331926543,0.7766118224072542
89,0.7765270331926543,0.7766118224072542
90,0.7765270331926543,0.7766118224072542
91,0.7765270331926543,0.7766118224072542
92,0.7765270331926543,0.7766118224072542
93,0.7765270331926543,0.7766118224072542
94,0.7765270331926543,0.7766118224072542
95,0.7765270331926543,0.7766118224072542
96,0.7765270331926543,0.7766118224072542
97,0.7765270331926543,0.7766118224072542
98,0.7765270331926543,0.7766118224072542
99,0.7765270331926543,0.7766118224072542
100,0.7765270331926543,0.7766118224072542
