epoch,train_mlogloss,val_mlogloss
1,2.1373009454560066,2.126700028364535
2,2.0054395188215586,1.987691948243817
3,1.8947428325813795,1.8716821263740597
4,1.7984607582717602,1.7721969324174105
5,1.7140882219709457,1.6855554024566552
6,1.6389044788945466,1.6085457223873556
7,1.5714758045519037,1.5398027693094372
8,1.5102197844745324,1.4775479546176307
9,1.4538926579438682,1.4208596159847622
10,1.4020657302178443,1.3687162786945686
11,1.3548458344031657,1.3211484933270676
12,1.3103678170950817,1.2768952894099999
13,1.2691160424126844,1.2356965960324746
14,1.2307611742546516,1.197373271984453
15,1.1946843657612003,1.161614648767695
16,1.1607422192361472,1.1281576125223876
17,1.1287757598556845,1.0968184345646015
18,1.0987570258031731,1.0676009259305792
19,1.0706540700323615,1.0400259493183834
20,1.0442551874638135,1.0142122341584479
21,1.0192755420471409,0.9897994927573528
22,0.9955954756931003,0.9668588054972517
23,0.9732395104324845,0.9451355825383159
24,0.951981646282931,0.9246607106899752
25,0.9320664832185555,0.9054658954523359
26,0.9128224074542522,0.8869987185063444
27,0.8946652002081807,0.869588237834645
28,0.8772961032564219,0.8530824437646959
29,0.8607196106100455,0.8374222614827782
30,0.8452133855383311,0.8226112987746389
31,0.8302803384873217,0.8083799014382061
32,0.816248946369426,0.7950487228816792
33,0.8028723377857491,0.7823569619144698
34,0.7901379174965301,0.7704422682861106
35,0.7778619008632377,0.7590040565055438
36,0.7662348644380191,0.7481321528460058
37,0.7550444733376748,0.7377769018029251
38,0.7445308254816836,0.7279224710635597
39,0.734497895369406,0.7185851070738732
40,0.7248847896161689,0.7097261091667945
41,0.7155837915931562,0.7011964359803264
42,0.7067700453066001,0.6931937885854143
43,0.6983812978393398,0.6855375358823762
44,0.6904351907818511,0.6782784904216951
45,0.6827937930927811,0.6713316067175806
46,0.6753656415086505,0.664757689574616
47,0.6682183557654332,0.6583719950132889
48,0.6615948045449664,0.6524634232281477
49,0.6551566441613915,0.646599575070286
50,0.648959280518183,0.6411671995740168
51,0.64299587247223,0.6359588492214179
52,0.6374078797292064,0.6310300215700163
53,0.6319204631823647,0.626243990044147
54,0.6266371617949834,0.6217224414920139
55,0.6215907704800068,0.6174606442032516
56,0.6167489257381863,0.613361827775697
57,0.6121401464336252,0.6093599484099076
58,0.6077518960915705,0.6056187519094416
59,0.6033860865496099,0.6019209129177336
60,0.5993107375411949,0.5984718477728277
61,0.5953746205590932,0.5951520101070037
62,0.5915964685612625,0.59191277296166
63,0.5878589615534292,0.5888679939991646
64,0.584395384050124,0.5859230861421297
65,0.5811349376950113,0.5831691464147116
66,0.5778309889221315,0.5804570394300266
67,0.5746801527829458,0.577817253867873
68,0.5716641655435586,0.5753012781017806
69,0.5687494757650753,0.5729860667754455
70,0.5659897068369568,0.5706791469322235
71,0.5633144818680261,0.5684075577179725
72,0.5607156368848103,0.5663464338901603
73,0.5581897344309255,0.5644315107611605
74,0.5558084277157739,0.5625676592486515
75,0.5534230411577571,0.5607602014956449
76,0.5512513905960118,0.559021367018108
77,0.5491279993203768,0.5573025287975273
78,0.5470376791421856,0.5556971133214713
79,0.5450218506822504,0.5541190143925627
80,0.5431042820616775,0.5526470971640872
81,0.5411845514850824,0.5512475449146357
82,0.5393375324930197,0.5498368851646099
83,0.5376342592316921,0.5484871031856314
84,0.5359634513570969,0.5472748208731636
85,0.5343236255097269,0.5460239240976219
86,0.5327721178543787,0.5448500957272442
87,0.5313255706848036,0.5437572064827481
88,0.5298137204922636,0.542661551657476
89,0.5284274092678846,0.5416077888362547
90,0.5270969417573236,0.5405930265238892
91,0.5257755362600978,0.5396159578379998
92,0.5245064053824962,0.5386597239999141
93,0.5232416435006765,0.5377797059933994
94,0.5218979004072878,0.5368996771861827
95,0.5207734125797745,0.5360494368532516
96,0.519567775035778,0.5352754639941785
97,0.5184452234554109,0.5345486979169942
98,0.5174232423424296,0.5337435591347086
99,0.5163600677317361,0.5330135185064517
100,0.5153987068380665,0.5323025662626036
101,0.5144539453331527,0.5316629339930887
102,0.5134886040721488,0.5309820332248891
103,0.5125293122587131,0.5303820778027193
104,0.5116522017838621,0.5297542736734947
105,0.5107758934765984,0.5291819823196757
106,0.5099208632669958,0.5286688345812466
107,0.5091769886870701,0.5281042612061414
108,0.5084288726522302,0.5276208087176147
109,0.5076046488782386,0.5270987204027984
110,0.5068776630332016,0.526596297879268
111,0.5061577829546327,0.5261410971545225
112,0.5054037362129488,0.5256459430371095
113,0.5046127847629853,0.5251584040875844
114,0.5039747002806668,0.524757536581011
115,0.5031956781895361,0.5243053420877114
116,0.5025422597118283,0.5238837450306393
117,0.5019488174454704,0.5235136926135311
118,0.501389094245382,0.5231722632922631
119,0.5008120182807657,0.5228082565769865
120,0.5001928662798949,0.5224106476311545
121,0.4995592783625741,0.5220372423380455
122,0.4990327667168484,0.5217180959575811
123,0.49850559420098733,0.5213995457044235
124,0.4979541151811235,0.5211042197955159
125,0.4974756686790923,0.5208499800234283
126,0.49700982372545643,0.5205432531620414
127,0.4965057223778448,0.5202326119294395
128,0.4960168216780772,0.5199128254250555
129,0.4955333601744782,0.5196811108443596
130,0.49498576828632473,0.5193791352708312
131,0.4945835290528947,0.5191346801238717
132,0.4941286531089598,0.5188870135319003
133,0.49356407068912606,0.518630565193949
134,0.4931128904233002,0.5183809442298969
135,0.4927298937685238,0.5181807645808202
136,0.49221962804695535,0.5178804324337989
137,0.4918020382268652,0.5176698717698724
138,0.4913859149706189,0.5174735805052222
139,0.4909923414886803,0.5173158831897187
140,0.49063581895781266,0.5171596330636875
141,0.4902429364771202,0.5169242218520116
142,0.48988584325937595,0.5167985137793206
143,0.4895509280715014,0.51664916664903
144,0.48922654742486416,0.5165287955374522
145,0.4888225152906499,0.5163575661399381
146,0.4885790815278864,0.5162161209430435
147,0.48828356571931675,0.5160368012985144
148,0.4879473745356528,0.5158175751687388
149,0.48763870750149196,0.5156358063748483
150,0.48731726440537737,0.5155164250623544
