epoch,train_logloss,val_logloss
1,0.6514363292852414,0.651717184665399
2,0.6135138359336811,0.6141259759913532
3,0.579006850838855,0.5800619221718754
4,0.5476266775380944,0.5489812145799066
5,0.518689192269982,0.5204072319071649
6,0.49211008632407943,0.49406158215523227
7,0.46756011870549147,0.4697562443910576
8,0.44488407799183094,0.44728893159140765
9,0.42386257502124913,0.42650662661329597
10,0.4044076941118751,0.40729497637270506
11,0.3862963975940991,0.38947053218935535
12,0.36939122209762465,0.37289965345309595
13,0.35363766676624675,0.35741269458872976
14,0.33880375054260914,0.34288300756749496
15,0.3249817529647142,0.3293300372196762
16,0.31212833251269134,0.3167729284937787
17,0.30002285479626906,0.3049351774291427
18,0.2885998884461131,0.2937667917015854
19,0.2779870583532709,0.2834637762785923
20,0.26777507660017513,0.2735674365470705
21,0.25831875983369423,0.2643536218028028
22,0.24932734479727628,0.2555946326224525
23,0.24088170450479063,0.24737281108574563
24,0.23279717360301622,0.2396062549064795
25,0.22519290896016372,0.23220199749101889
26,0.2180481296316515,0.22534894026876867
27,0.21116090722832911,0.2187452681302929
28,0.20473964070801207,0.2125372799589451
29,0.19868206394176827,0.2066568039427135
30,0.19290603431314782,0.20110243423677374
31,0.1875203035191191,0.1959473833693706
32,0.18250072157055902,0.19109598252162877
33,0.1774780625812378,0.18638441455273635
34,0.1727790185344887,0.1819254418975742
35,0.1683151025579588,0.17774523390774283
36,0.16407553918540285,0.17374029950710917
37,0.16007245801881276,0.16998958414198312
38,0.15626104526413817,0.1663946320080955
39,0.15273392558689755,0.16304449359624631
40,0.14928145521483255,0.1597833437932483
41,0.1460607009701893,0.15677426581576476
42,0.1428937076867845,0.15384931007350813
43,0.14003879646951248,0.15112400218245717
44,0.1374399644865053,0.1486243931445153
45,0.1347723761764383,0.1461330680709081
46,0.1322639953434347,0.1437952658983987
47,0.12989115521984837,0.14158019462406538
48,0.12764336159978107,0.13946321805419468
49,0.1254282182472559,0.13742933550511702
50,0.12330241778136078,0.13547473205000926
51,0.12128509364963118,0.13362133204631046
52,0.11940229421847348,0.13186478011169667
53,0.1176300117644758,0.13023197966383693
54,0.11584191377386978,0.12864020686026084
55,0.11434183528516588,0.12719812640192782
56,0.11268475212723672,0.12577300474778294
57,0.11110235872213488,0.12439189225105102
58,0.10965563998527032,0.12310149429418098
59,0.10829997839004794,0.1218826689903018
60,0.10688477933002995,0.12068064337501595
61,0.10560402661934092,0.11954718536091752
62,0.1044465362585818,0.1185128510822859
63,0.1032747243983537,0.11746875816909581
64,0.10219626041770385,0.11651934049431868
65,0.1011335004321283,0.11558541022419577
66,0.10014599010101494,0.11470909020117889
67,0.09925554716054831,0.11391028221829931
68,0.0983709455500692,0.11313891886391977
69,0.09754598687228527,0.11240152774893913
70,0.09666024060463542,0.11165738817133984
71,0.09588405826564618,0.1110019305041176
72,0.09513288011472434,0.11038011378746766
73,0.09436261413517844,0.10972893694986395
74,0.09359850833293175,0.10909286063613177
75,0.0928957192533852,0.10852305329008782
76,0.09227740455335195,0.10796318945791135
77,0.09159465996188863,0.10738648676335423
78,0.09102087943520622,0.10690753454821411
79,0.0905495140821387,0.10646952644304206
80,0.09002194868980073,0.1060521031676418
81,0.08950016935849614,0.10562027422418863
82,0.08889286867988638,0.10519496727525643
83,0.08847673826887627,0.10484069679856607
84,0.08810289057739357,0.10448328645662155
85,0.08768427436407875,0.1041208641495662
86,0.08702900402869726,0.10369205858466052
87,0.08660052103191941,0.10336553217930441
88,0.08614919978313766,0.1030064010675159
89,0.08575994251979319,0.10268480768302966
90,0.08540705878631302,0.10240134159491562
91,0.08512438894855477,0.1021522039120608
92,0.08476145074831896,0.10187251702697116
93,0.08442160115100093,0.10160041704049484
94,0.08404334869145498,0.10134275481032881
95,0.08379071003464447,0.10110853788909221
96,0.08347217347747711,0.1008693901694498
97,0.08310238710264922,0.10066889818876375
98,0.08273091026797252,0.10048230312940956
99,0.08254903821234191,0.10031378962264577
100,0.0821067549670198,0.10006955658159367
101,0.08192849007088639,0.09989810516217146
102,0.08166044768976022,0.0996869226924184
103,0.08144578987979476,0.0995294292100451
104,0.0811897254723082,0.0993830915687449
105,0.08101504026441804,0.09925470666952393
106,0.08059830873119173,0.0990239475523998
107,0.08046736565857512,0.09891172584044071
108,0.08033134548266095,0.09879054435130435
109,0.08002750976167117,0.09861702998546272
110,0.07988448808694759,0.09852577479549803
111,0.0796397889244083,0.09834760338579202
112,0.07946788350385707,0.09821814257264462
113,0.07927005996671813,0.0981171551704691
114,0.07918046672442206,0.0980596686125163
115,0.07884887837499753,0.09789584612045032
116,0.07857751189166363,0.09778559168798999
117,0.07841467156079529,0.0976802501981143
118,0.07824449093909973,0.09758666525995766
119,0.0780027422099924,0.09745381588238769
120,0.07767616691777929,0.09727930300758504
121,0.07759558683715706,0.09721821874766169
122,0.07748280911872453,0.0971614414671282
123,0.07734145602363435,0.09709157613239652
124,0.07716218305516508,0.09695558569968557
125,0.07702411559936308,0.09688556878459634
126,0.07687685231076087,0.09681225463394022
127,0.07658643822335985,0.09669835934191393
128,0.07637410082959434,0.09662968168032554
129,0.07630448244695481,0.09657549258781581
130,0.07617976129613825,0.09649616446182793
131,0.07606749774604507,0.09641379697609367
132,0.07567706064021341,0.09628990851243421
133,0.07539700637714353,0.09615853040994772
134,0.07533490412922951,0.09611170341235681
135,0.07520779992461056,0.09609018078752068
136,0.07503711462132473,0.09602915811632015
137,0.07485910695434256,0.09595835577487785
138,0.074708976927082,0.09589593035427928
139,0.07448320028374633,0.09583398529328127
140,0.0742639371100373,0.09576139686404976
141,0.07424078926548895,0.09574192662538673
142,0.07394737843334305,0.09569192712065673
143,0.07387151203302211,0.09566082735711913
144,0.07359789622011306,0.09555762282681168
145,0.07335910231845628,0.09542791203812913
146,0.07333164462602744,0.0954120766048494
147,0.07300515670171885,0.09534792603782612
148,0.07272360659801846,0.09525166289901779
149,0.07271431561584865,0.0952449449857262
150,0.07269647553528448,0.0952258033930762
