epoch,train_mlogloss,val_mlogloss
1,2.127199566877934,2.1292492225262665
2,1.9878857792880429,1.991961451020592
3,1.8717256596615108,1.8775886866469091
4,1.7714049976505615,1.779140172422403
5,1.6841061231132597,1.693411880626035
6,1.606627497264124,1.6172464250032765
7,1.5368115665792426,1.5487713369937974
8,1.473562552448219,1.4868004663611483
9,1.4159942917229174,1.4304504756316436
10,1.3632404248397898,1.3788184206582763
11,1.314968090503983,1.3315412494698367
12,1.2699940646602876,1.2877292491391719
13,1.2280462066114657,1.2468672836216772
14,1.1891366799971872,1.209063223999225
15,1.152640117341475,1.1735779025800832
16,1.1184075045691182,1.1404290285451488
17,1.0863754527922285,1.109386782693905
18,1.0563942587845094,1.080363214716212
19,1.0281839922922047,1.0529933508656901
20,1.0016438973925432,1.027390268025119
21,0.9766643754088363,1.003216349700243
22,0.9529739019314484,0.9804298940908648
23,0.9304794578638692,0.9587244825818119
24,0.90925864312805,0.9383105568014364
25,0.8893287275757739,0.9192568343607039
26,0.8703198601960545,0.9010482903331669
27,0.8524783627078357,0.8839218896501143
28,0.8354831081239826,0.867639893598296
29,0.819290269158795,0.8521705560196884
30,0.8040991886533236,0.8375032742636902
31,0.7894481531767895,0.8235182597969354
32,0.7756112069966578,0.8103195058394921
33,0.7625812500353222,0.7979305327268359
34,0.749956838465786,0.7860313756000754
35,0.7379718023675584,0.7746390140674599
36,0.7266070325617217,0.7638363972084874
37,0.7158702417166639,0.7535846083680702
38,0.7055824291272494,0.7439146737625895
39,0.6959065859106908,0.7347546885922819
40,0.686659156664266,0.7260751120616326
41,0.677829497170438,0.717718702638325
42,0.6693903390693998,0.7098058418241265
43,0.661276958521625,0.7022072586999409
44,0.6536659511994709,0.6951768308199789
45,0.6462919759298844,0.6883413019650656
46,0.6393032907059489,0.6818786342817783
47,0.6325015610192718,0.6755557806043351
48,0.6261013462592234,0.6696317990061467
49,0.6198579828793785,0.6637633038394353
50,0.6140049211011637,0.6583315968972816
51,0.6083339912758137,0.6531336127892899
52,0.6028387351989877,0.6481165886654013
53,0.5974623883678788,0.6432412464137974
54,0.592566651194307,0.6387356903462741
55,0.5879601153914339,0.634540673275536
56,0.5834280133340434,0.63039301409321
57,0.5790956685706434,0.6263812098395798
58,0.5748761222777254,0.6226615615361376
59,0.5708858537827836,0.6191093254244957
60,0.567117428545385,0.6157425426352714
61,0.5633409164603844,0.6123331076592727
62,0.5597586886349862,0.609115324388842
63,0.5561694252153142,0.6060343772929693
64,0.5528768182208342,0.6031015714216038
65,0.549696997180682,0.6003485697668771
66,0.5465649806953213,0.5976711787425127
67,0.5435935332750776,0.5950888324148744
68,0.5407127508344078,0.5925660542246127
69,0.5380231091721364,0.5902387808175855
70,0.5353454877260445,0.5879958498867238
71,0.5328253715886418,0.5857942028832068
72,0.5304434889455525,0.5836940674999999
73,0.5281028284598482,0.5817176234899665
