epoch,train_logloss,val_logloss
1,0.6134123866811072,0.6136388301087927
2,0.5475895046855045,0.5481701722578557
3,0.49304004904857923,0.4940206920363993
4,0.44642689489408793,0.44780070984763654
5,0.40645817529771605,0.40806715748954525
6,0.37205440665463974,0.373951892297987
7,0.3413040537477034,0.3437187716098442
8,0.31478995437914414,0.31757503045734153
9,0.2919810799042424,0.2949592090951709
10,0.271568608624467,0.27497414990058355
11,0.2537588938183862,0.25754618984769656
12,0.2372158730416792,0.24160094852762826
13,0.2229100498269375,0.22768140025452813
14,0.21026746791069326,0.21529368068607013
15,0.1988567385656857,0.20426456664902587
16,0.18866726337160708,0.19441873877760438
17,0.1795823716133045,0.18543307484598462
18,0.17175831465982838,0.1777014468842415
19,0.16447263155916048,0.17050318211642543
20,0.15781483223541756,0.16414708231096886
21,0.15171667627471438,0.15832274227294674
22,0.1466422982797617,0.15332045282210063
23,0.14181115326461247,0.14865127835150707
24,0.137579558025287,0.1445382257761009
25,0.13363524571347382,0.14075400918114955
26,0.13000767070040586,0.1372911450101888
27,0.12654780470498062,0.13402612323580435
28,0.12342084454740988,0.13110346314083404
29,0.12056623346341072,0.12847617012809118
30,0.11824507050844454,0.12629586112642985
31,0.11569622731237121,0.12404524501983655
32,0.11383515928982121,0.12232930500600699
33,0.11140761846145683,0.1201558509549064
34,0.10951679991925956,0.11853710196493965
35,0.10802789575153757,0.11719568257706266
36,0.10662552435038862,0.11592305299962655
37,0.10538343576059958,0.11482115717583352
38,0.10435302651013532,0.11384663705718376
39,0.10335065289582837,0.11293833315970103
40,0.10230715231393944,0.112046029671661
41,0.10147476346069167,0.11138542655179492
42,0.10059728596695265,0.11059843515102215
43,0.09971734786347572,0.10989405350311506
44,0.09901783652196797,0.10927014711543118
45,0.09827428503287496,0.108674404918525
46,0.09782946281922812,0.10823970584813836
47,0.09713890908338661,0.10769161893609988
48,0.0961079618869191,0.10685446114975942
49,0.09574122898904712,0.10652503359114837
50,0.09535670056665914,0.10620037703891852
51,0.09492939237053433,0.10589777644289688
52,0.09416378505078475,0.10539129672657212
53,0.09332364580388794,0.10489617028813437
54,0.09309168389548221,0.10468005792392458
55,0.09272146388752794,0.10445044522551261
56,0.09251969802761682,0.10428079301240484
57,0.09194513219453722,0.10393573923820401
58,0.09166268358010664,0.10373291085558405
59,0.09126973049203589,0.10347811091622168
60,0.0907007856373607,0.10309257946555388
61,0.09035144793678249,0.10287805704950255
62,0.09002188783747876,0.1026680505248317
63,0.08960023800132763,0.1024834527236611
64,0.08935929974198853,0.1022750063307462
65,0.0891815391308659,0.10211900196063628
66,0.0890934098977709,0.10202158741041918
67,0.08883382346151412,0.10183630067728981
68,0.0886835104757908,0.10171331709079104
69,0.0885717080804745,0.10161131845931956
70,0.08794651349238954,0.10129830104230071
71,0.08763096698677968,0.1011036174718623
72,0.08753763919447613,0.10104026837974829
73,0.08715154794559359,0.1007911311263038
74,0.08645556488097325,0.10055594529965296
75,0.08625091030071794,0.10041320885563369
76,0.08588738874833671,0.10026570563174196
77,0.0853670658557263,0.09991243552110197
78,0.08476890208701202,0.09963288536554019
79,0.08411234151235429,0.09933470680101633
80,0.08386839244890025,0.09920629550242978
81,0.08347125948195062,0.09898806690852537
82,0.08303021929389115,0.09886717092172369
83,0.08250746601165472,0.09870882697404687
84,0.08234877144458465,0.09855985377199425
85,0.08210509500730494,0.09843337650695003
86,0.08196277361130333,0.0982982566349935
87,0.08159959291773344,0.09812556221718577
88,0.08136355783012508,0.09804892664818493
89,0.08095515387771553,0.09790490802726277
90,0.08084836506732852,0.09781747706554016
91,0.08010959736959725,0.09754890553912599
92,0.07981063770515433,0.0974025110229524
93,0.07918322203482109,0.09726897852502399
94,0.07879359301706351,0.09707931972055282
95,0.07814790818795377,0.09684956751702833
96,0.07747916923955855,0.09672153608563361
97,0.0773019985752996,0.09659895153686819
98,0.0770914664879653,0.0965046257834584
99,0.07679772476764916,0.09636405103256061
100,0.07629053307301986,0.09629588429405236
