epoch,train_mlogloss,val_mlogloss
1,2.0356831961370143,2.0380632840943584
2,1.9025562091789918,1.9067725628387524
3,1.7890258080313166,1.794922256711755
4,1.6897463474146068,1.6975717157479848
5,1.602745624687648,1.6121386703968579
6,1.524532530582983,1.5353589833195758
7,1.4536322430269102,1.4659956468107178
8,1.3891741858615332,1.4028138102686685
9,1.3300577518849412,1.3448521747924689
10,1.2757623099182425,1.2917113110243352
11,1.225987372124251,1.242985419547671
12,1.179400207319519,1.1975491396623266
13,1.1360811987456036,1.155228505335072
14,1.0958064348359662,1.1160265160873504
15,1.0581610210153203,1.0794570286435285
16,1.0229305867566763,1.0451587466338481
17,0.989675252881397,1.0128478401452163
18,0.9585726168204247,0.9825768597829182
19,0.9293771570222713,0.9541796049235766
20,0.9017778880247453,0.9274063554688221
21,0.875720059695246,0.9021995012205196
22,0.8511155946523349,0.8784071276884681
23,0.8277487736171956,0.8559618929445177
24,0.8056866833133859,0.8347346437513112
25,0.7849075142978292,0.8147752837598835
26,0.765091010141921,0.795793473209809
27,0.7465039714854294,0.777776357750716
28,0.7287006093038485,0.7606803121721848
29,0.7118870471870276,0.7446040161532513
30,0.695820900035704,0.7292118123745387
31,0.6805772910227512,0.7146234588957332
32,0.6660384457999038,0.7006661579951496
33,0.6523986168225284,0.6876130599628724
34,0.6392581774504202,0.6751270259329855
35,0.6267320164879273,0.6632861245791422
36,0.6148022186566449,0.6520113835924485
37,0.6036008269759453,0.6413664454852122
38,0.5928442908247636,0.6311786507737726
39,0.5826643715007396,0.6214864914966216
40,0.5728769402452144,0.6122149836466716
41,0.5636277993205304,0.6034514931518129
42,0.5546760597250641,0.5950314218547585
43,0.5461788919741685,0.5870294213068081
44,0.538116816398565,0.5794750477553209
45,0.5304120403792133,0.5722655372620785
46,0.5229768506432398,0.5653623557828573
47,0.5158966279828614,0.5587584716101505
48,0.5091715814935404,0.5525411654723381
49,0.5026863289282475,0.5465403345547538
50,0.4964204247500945,0.5408342475581813
51,0.4904985279899171,0.5353529357133251
52,0.48489520356150007,0.5301378532430856
53,0.47943962497730797,0.525133855084044
54,0.4741197300142584,0.5203565016003076
55,0.46915163948589766,0.5158629573059638
56,0.46427372111635606,0.511481386413253
57,0.4596160592870249,0.5073174589101829
58,0.4552151794625875,0.5033802682391887
59,0.45099539005798744,0.4995494054019538
60,0.4469423932958706,0.4959297362585302
61,0.4430852294662098,0.4924399767845088
62,0.4392871038614939,0.48909816978635107
63,0.43571980567778607,0.4859389653915114
64,0.43221611119557657,0.4828524536002066
65,0.42890628764246075,0.4799876546776629
66,0.42568154157716936,0.477247727245106
67,0.4225781247016528,0.4745767367532342
68,0.419628978020435,0.472017897895653
69,0.416821135755735,0.469553235077387
70,0.41415346280898035,0.4671970335636279
71,0.41157927659745047,0.4649507697677919
72,0.4090168122078134,0.4628077419851563
73,0.4066596994696718,0.4607092674324789
74,0.40440699407033365,0.45875448102067273
75,0.402145548589469,0.45682986140983706
76,0.3999298186414496,0.4549759888850012
77,0.39788396247467456,0.45319932350225084
78,0.39581091425512954,0.4515193412047742
79,0.39389963936417016,0.44994841522742113
80,0.3920235540274328,0.4484075067587206
81,0.3901413460757685,0.4468865956118
82,0.3883868304067823,0.4454258195532188
83,0.3867164553060676,0.44405372560591727
84,0.3850294134242556,0.4427481443753232
85,0.3834117421688167,0.4414816519297079
86,0.38190867958502855,0.4402568352029555
87,0.3804676504032459,0.43909464431738854
88,0.3790752203034433,0.4380000797263823
89,0.3778064403343753,0.43692894546343386
90,0.3764663781847698,0.4358784553822931
91,0.3752773948833563,0.43491282305489565
92,0.3739888426523076,0.4339504711884019
93,0.3728125113443211,0.4330452546274052
94,0.3716599052330724,0.43215372185440704
95,0.3705723251677911,0.43123570505383896
96,0.369521532946494,0.43039589608373624
97,0.3684202949002652,0.4295940123761193
98,0.367424840212569,0.4288433604406874
99,0.3664367527932304,0.42815355566226976
100,0.36549536645447844,0.42742009588563645
101,0.3646357580912109,0.42674453625856346
102,0.3636617259507928,0.4260560908509672
103,0.36279637910885454,0.42542249098979534
104,0.36195923260011853,0.4247663050596038
105,0.3611343760121382,0.4241976148597523
106,0.36036244605323065,0.42361184810183217
107,0.35953532688519224,0.42302232604181067
108,0.35877602578216977,0.4224499540564207
109,0.35804394655110705,0.42191943335587084
110,0.35733498464527585,0.42143945373654673
111,0.35669839485945193,0.4209602784238925
112,0.35609522962217455,0.42049855656247903
113,0.3554144522710734,0.4200586160975814
114,0.35480914566175714,0.419617821484561
115,0.3542121402252351,0.41919397768777006
116,0.353658435130823,0.41881934417380456
117,0.3531713574360399,0.4184127063844586
118,0.3526681972051584,0.41803509682072104
119,0.3521568492473474,0.41768663521270116
120,0.35172007506547165,0.41735038681321535
