epoch,train_mlogloss,val_mlogloss
121,0.3512424550564808,0.41702793591641635
122,0.3508234907619214,0.4167225880500104
123,0.3503406780004403,0.4164215785588878
124,0.3498536740344187,0.4161347200017921
125,0.34933761356475906,0.4158354008849373
126,0.34888236446397825,0.4155345844294064
127,0.3483911404893981,0.4152705143757474
128,0.3480241228299225,0.4150258306170469
129,0.34773466184354357,0.4148132751227734
130,0.3473374139345449,0.414541347620357
131,0.34690908130225895,0.41428113437231734
132,0.3465394905676635,0.4140414379171099
133,0.34618325104385894,0.41385434060679643
134,0.34579519118906177,0.41366196710207986
135,0.34536872455138434,0.41344983203199975
136,0.3450218163574895,0.41323585920754735
137,0.3447635795611311,0.41305179029246214
138,0.34440346320457965,0.41282605247797743
139,0.34405877176212596,0.41263924069242225
140,0.3437615009440026,0.41244142341981865
141,0.34339188601836096,0.4122675771336947
142,0.3431244676656918,0.41209506021386905
143,0.3429493617084578,0.4119694472616116
144,0.34275398956816955,0.4118293367978516
145,0.3424834655385586,0.4116916374297014
146,0.3422866351510793,0.4115556068832761
147,0.3419447740863676,0.4114035217054308
148,0.34159549461340394,0.4112695368049343
149,0.341359081898163,0.41113130167052453
150,0.3411373545919292,0.41102529510493285
